Title,Citations,DOI,Source
A combined fuzzy AHP and fuzzy TOPSIS based strategic analysis of electronic service quality in healthcare industry,269,10.1016/j.eswa.2011.08.061,Expert Systems with Applications
Using a Delphi process and the Analytic Hierarchy Process (AHP) to evaluate the complexity of projects,237,10.1016/j.eswa.2010.10.016,Expert Systems with Applications
Text feature selection using ant colony optimization,266,10.1016/j.eswa.2008.08.022,Expert Systems with Applications
Linking supplier development to supplier segmentation using Best Worst Method,271,10.1016/j.eswa.2015.07.073,Expert Systems with Applications
Hybrid decision tree and naive Bayes classifiers for multi-class classification tasks,262,10.1016/j.eswa.2013.08.089,Expert Systems with Applications
A two-staged SEM-neural network approach for understanding and predicting the determinants of m-commerce adoption,259,10.1016/j.eswa.2012.08.067,Expert Systems with Applications
Fault diagnosis of low speed bearing based on relevance vector machine and support vector machine,249,10.1016/j.eswa.2008.09.033,Expert Systems with Applications
Heap-based optimizer inspired by corporate rank hierarchy for global optimization,269,10.1016/j.eswa.2020.113702,Expert Systems with Applications
Improved grasshopper optimization algorithm using opposition-based learning,260,10.1016/j.eswa.2018.06.023,Expert Systems with Applications
A survey on sentiment detection of reviews,230,10.1016/j.eswa.2009.02.063,Expert Systems with Applications
Forecasting stock indices with back propagation neural network,257,10.1016/j.eswa.2011.04.222,Expert Systems with Applications
An artificial bee colony approach for clustering,259,10.1016/j.eswa.2009.11.003,Expert Systems with Applications
Fault diagnosis of rolling element bearing with intrinsic mode function of acoustic emission data using APF-KNN,250,10.1016/j.eswa.2013.01.033,Expert Systems with Applications
"Multi-hour and multi-site air quality index forecasting in Beijing using CNN, LSTM, CNN-LSTM, and spatiotemporal clustering",270,10.1016/j.eswa.2020.114513,Expert Systems with Applications
A new optimization method based on COOT bird natural life model,265,10.1016/j.eswa.2021.115352,Expert Systems with Applications
ZBWM: The Z-number extension of Best Worst Method and its application for supplier development,270,10.1016/j.eswa.2018.04.015,Expert Systems with Applications
A multiobjective weighted voting ensemble classifier based on differential evolution algorithm for text sentiment classification,264,10.1016/j.eswa.2016.06.005,Expert Systems with Applications
A novel feature selection algorithm for text categorization,251,10.1016/j.eswa.2006.04.001,Expert Systems with Applications
Designing an integrated AHP based decision support system for supplier selection in automotive industry,248,10.1016/j.eswa.2016.06.030,Expert Systems with Applications
Risk assessment in social lending via random forests,238,10.1016/j.eswa.2015.02.001,Expert Systems with Applications
Damage detection of truss bridge joints using Artificial Neural Networks,251,10.1016/j.eswa.2007.08.008,Expert Systems with Applications
Modeling and prediction of surface roughness in turning operations using artificial neural network and multiple regression method,255,10.1016/j.eswa.2010.11.041,Expert Systems with Applications
A multi-criteria interval-valued intuitionistic fuzzy group decision making with Choquet integral-based TOPSIS,244,10.1016/j.eswa.2010.08.092,Expert Systems with Applications
Incipient gear box fault diagnosis using discrete wavelet transform (DWT) for feature extraction and classification using artificial neural network (ANN),238,10.1016/j.eswa.2009.11.006,Expert Systems with Applications
Fuzzy multiple attributes group decision-making based on the ranking values and the arithmetic operations of interval type-2 fuzzy sets,259,10.1016/j.eswa.2009.06.094,Expert Systems with Applications
A comparative study of machine learning classifiers for modeling travel mode choice,246,10.1016/j.eswa.2017.01.057,Expert Systems with Applications
"The impact of microblogging data for stock market prediction: Using Twitter to predict returns, volatility, trading volume and survey sentiment indices",233,10.1016/j.eswa.2016.12.036,Expert Systems with Applications
TSA: Tree-seed algorithm for continuous optimization,255,10.1016/j.eswa.2015.04.055,Expert Systems with Applications
A support vector machine classifier with rough set-based feature selection for breast cancer diagnosis,243,10.1016/j.eswa.2011.01.120,Expert Systems with Applications
Fuzzy TOPSIS for group decision making: A case study for accidents with oil spill in the sea,245,10.1016/j.eswa.2010.09.081,Expert Systems with Applications
Hybrid feature selection by combining filters and wrappers,247,10.1016/j.eswa.2010.12.156,Expert Systems with Applications
Ontology matching: A literature review,240,10.1016/j.eswa.2014.08.032,Expert Systems with Applications
A model for measuring e-learning systems success in universities,245,10.1016/j.eswa.2012.03.028,Expert Systems with Applications
An efficient intrusion detection system based on support vector machines and gradually feature removal method,232,10.1016/j.eswa.2011.07.032,Expert Systems with Applications
Inference and learning methodology of belief-rule-based expert system for pipeline leak detection,222,10.1016/j.eswa.2005.11.015,Expert Systems with Applications
Ensemble boosted trees with synthetic features generation in application to bankruptcy prediction,240,10.1016/j.eswa.2016.04.001,Expert Systems with Applications
An Adaptive Network-Based Fuzzy Inference System (ANFIS) for the prediction of stock market return: The case of the Istanbul Stock Exchange,245,10.1016/j.eswa.2010.04.045,Expert Systems with Applications
An analysis of DEMATEL approaches for criteria interaction handling within ANP,255,10.1016/j.eswa.2015.10.041,Expert Systems with Applications
A survey of blockchain consensus algorithms performance evaluation criteria,241,10.1016/j.eswa.2020.113385,Expert Systems with Applications
Neighbor-weighted K-nearest neighbor for unbalanced text corpus,224,10.1016/j.eswa.2004.12.023,Expert Systems with Applications
An expert system for fault diagnosis in internal combustion engines using wavelet packet transform and neural network,224,10.1016/j.eswa.2008.03.008,Expert Systems with Applications
"Comparing performances of logistic regression, classification and regression tree, and neural networks for predicting coronary artery disease",238,10.1016/j.eswa.2006.09.004,Expert Systems with Applications
A neutral DEA model for cross-efficiency evaluation and its extension,224,10.1016/j.eswa.2009.10.024,Expert Systems with Applications
Machine Learning for industrial applications: A comprehensive literature review,250,10.1016/j.eswa.2021.114820,Expert Systems with Applications
Combination of independent component analysis and support vector machines for intelligent faults diagnosis of induction motors,235,10.1016/j.eswa.2005.11.031,Expert Systems with Applications
Fusion of Band Limited Phase Only Correlation and Width Centroid Contour Distance for finger based biometrics,241,10.1016/j.eswa.2013.11.033,Expert Systems with Applications
Remora optimization algorithm,248,10.1016/j.eswa.2021.115665,Expert Systems with Applications
The Internet of Things: Review and theoretical framework,230,10.1016/j.eswa.2019.05.014,Expert Systems with Applications
Modification of the Best-Worst and MABAC methods: A novel approach based on interval-valued fuzzy-rough numbers,253,10.1016/j.eswa.2017.08.042,Expert Systems with Applications
Decision making for the selection of cloud vendor: An improved approach under group decision-making with integrated weights and objective/subjective attributes,247,10.1016/j.eswa.2016.01.059,Expert Systems with Applications
Building credit scoring models using genetic programming,236,10.1016/j.eswa.2005.01.003,Expert Systems with Applications
"A comparative predictive analysis of neural networks (NNs), nonlinear regression and classification and regression tree (CART) models",228,10.1016/j.eswa.2005.01.006,Expert Systems with Applications
Elderly activities recognition and classification for applications in assisted living,229,10.1016/j.eswa.2012.09.004,Expert Systems with Applications
Multiple instance learning for histopathological breast cancer image classification,244,10.1016/j.eswa.2018.09.049,Expert Systems with Applications
A hybrid self-adaptive sine cosine algorithm with opposition based learning,232,10.1016/j.eswa.2018.10.050,Expert Systems with Applications
Analysis of preprocessing vs. cost-sensitive learning for imbalanced classification. Open problems on intrinsic data characteristics,233,10.1016/j.eswa.2011.12.043,Expert Systems with Applications
A fuzzy multi-criteria decision making model for supplier selection,241,10.1016/j.eswa.2011.01.031,Expert Systems with Applications
A hybrid approach to supplier selection for the maintenance of a competitive supply chain,215,10.1016/j.eswa.2006.12.008,Expert Systems with Applications
A hybridized approach to data clustering,233,10.1016/j.eswa.2007.01.028,Expert Systems with Applications
An end-to-end deep learning approach to MI-EEG signal classification for BCIs,238,10.1016/j.eswa.2018.08.031,Expert Systems with Applications
Benchmarking main activation functions in fuzzy cognitive maps2,239,10.1016/j.eswa.2008.06.072,Expert Systems with Applications
Applications of deep learning in stock market prediction: Recent progress,237,10.1016/j.eswa.2021.115537,Expert Systems with Applications
